Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV2667;Batagay;;;;;;;;;;;;;
PROV110;Rock Springs;;;;;;;;;;;;;
PROV1387;Kelang;;;;;;;;;;;;;
PROV1385;Tanjung Puteri;;;;;;;;;;;;;
PROV88;Mojave;;;;;;;;;;;;;
CAN_18;New Caledonia;;;;;;;;;;;;;
ALD_1714;Saoura;;;;;;;;;;;;;
PROV2590;Ceuta;;;;;;;;;;;;;
PROV3236;Anam a Cheper;;;;;;;;;;;;;
PROV641;Pest;;;;;;;;;;;;;
PROV2637;Vyon;;;;;;;;;;;;;
PROV2632;Kwangchowan;;;;;;;;;;;;;
PROV1495;Maoming;;;;;;;;;;;;;
PROV1644;Meakan;;;;;;;;;;;;;
PROV1443;Rote;;;;;;;;;;;;;
PROV2224;Antigua & Barbuda;;;;;;;;;;;;;
PROV2220;Turks & Caicos;;;;;;;;;;;;;
CHI_1082;Guanwai;;;;;;;;;;;;;
PROV2591;Tranquebar;;;;;;;;;;;;;
SWI_603;Switzerland;;;;;;;;;;;;;
PROV2625;North West River;;;;;;;;;;;;;
PROV2580;Novaya Ladoga;;;;;;;;;;;;;
PROV995;Petrozavodsk;;;;;;;;;;;;;
PROV965;Kherson;;;;;;;;;;;;;
PROV1048;Yekaterinodar;;;;;;;;;;;;;
PROV1045;Migulinskaya;;;;;;;;;;;;;
PROV950;Ungvár;;;;;;;;;;;;;
RUS_1185;Zhetysu;;;;;;;;;;;;;
PROV1201;Khujand;;;;;;;;;;;;;
PROV1206;Amul;;;;;;;;;;;;;
RUS_2618;Magadan;;;;;;;;;;;;;
RUS_2621;Kolyma;;;;;;;;;;;;;
RUS_2590;Chukotka;;;;;;;;;;;;;
RUS_1070;Yeniseysk;;;;;;;;;;;;;
RUS_2694;Evenkiysk;;;;;;;;;;;;;
RUS_2615;Northern Yeniseysk;;;;;;;;;;;;;
RUS_1065;Yamalia;;;;;;;;;;;;;
RUS_2653;Khanty-Mansi;;;;;;;;;;;;;
PROV2634;Beringovsky;;;;;;;;;;;;;
PROV2661;Belebino;;;;;;;;;;;;;
PROV2660;Seymchan;;;;;;;;;;;;;
PROV2620;Susuman;;;;;;;;;;;;;
PROV2639;Arman;;;;;;;;;;;;;
PROV2665;Chokurdakh;;;;;;;;;;;;;
PROV2647;Lifau;;;;;;;;;;;;;
PROV1080;Chumikan;;;;;;;;;;;;;
PROV2671;Barguzin;;;;;;;;;;;;;
PROV2670;Verkhneudinsk;;;;;;;;;;;;;
PROV2662;Animas;;;;;;;;;;;;;
PROV1073;Gizhiga;;;;;;;;;;;;;
PROV1076;Nizhneudinsk;;;;;;;;;;;;;
PROV2645;Bodaybo;;;;;;;;;;;;;
PROV2693;Essey;;;;;;;;;;;;;
PROV2677;Ilimsk;;;;;;;;;;;;;
PROV2675;Erbogachen;;;;;;;;;;;;;
PROV2701;Kansk;;;;;;;;;;;;;
PROV1070;Yeniseysk;;;;;;;;;;;;;
PROV2656;Baikit;;;;;;;;;;;;;
PROV2651;Mirny;;;;;;;;;;;;;
PROV2674;Abakan;;;;;;;;;;;;;
PROV2682;Obdorsk;;;;;;;;;;;;;
PROV2646;Surgut;;;;;;;;;;;;;
PROV2690;Yugansk;;;;;;;;;;;;;
PROV2685;Verkhoturye;;;;;;;;;;;;;
PROV2614;Shadrinsk;;;;;;;;;;;;;
PROV2658;Kurgan;;;;;;;;;;;;;
PROV2683;Narym;;;;;;;;;;;;;
PROV2613;Nadym;;;;;;;;;;;;;
PROV2659;Khalmer-Sede;;;;;;;;;;;;;
PROV2698;Kuznetsk;;;;;;;;;;;;;
PROV2691;Minusk;;;;;;;;;;;;;
PROV2657;Dudinka;;;;;;;;;;;;;
PROV2680;Volochanka;;;;;;;;;;;;;
PROV1065;Nyagan;;;;;;;;;;;;;
PROV2686;Kainsk;;;;;;;;;;;;;
PROV1696;Cape Juby;;;;;;;;;;;;;
ENG_1251;West Bengal;;;;;;;;;;;;;
ENG_1252;East Bengal;;;;;;;;;;;;;
PROV1290;Umerkot;;;;;;;;;;;;;
KOK_1190;Alay;;;;;;;;;;;;;
PROV892;Bay;;;;;;;;;;;;;
PROV924;Rewanduz;;;;;;;;;;;;;
PROV925;Sulaymania;;;;;;;;;;;;;
PROV1110;Urmia;;;;;;;;;;;;;
PROV2414;Jezira;;;;;;;;;;;;;
PROV914;Trablos;;;;;;;;;;;;;
PROV1181;Akmolinsk;;;;;;;;;;;;;
PROV1205;Kyzyl-Su;;;;;;;;;;;;;
PROV1204;Ashkhabad;;;;;;;;;;;;;
PROV1194;Novopetrovskoye;;;;;;;;;;;;;
PROV1197;Chimkent;;;;;;;;;;;;;
PROV1185;Turkistan;;;;;;;;;;;;;
PROV3106;Lake Balkhash;;;;;;;;;;;;;
PROV1186;Zhetysu;;;;;;;;;;;;;
PROV1193;Ak-Mechet;;;;;;;;;;;;;
PROV2606;Balkhash;;;;;;;;;;;;;
ARG_2384;Córdoba de Argentina;;;;;;;;;;;;;
ARG_2393;La Pampa;;;;;;;;;;;;;
PROV1391;Kota Kubang Labu;;;;;;;;;;;;;
PROV1382;Hà Tiên;;;;;;;;;;;;;
RUS_1048;Circassia;;;;;;;;;;;;;
PROV1049;Ubykhia;;;;;;;;;;;;;
PROV900;Antakya;;;;;;;;;;;;;
PROV689;Teschen;;;;;;;;;;;;;
PROV1773;Saguia el-Hamra;;;;;;;;;;;;;
PROV1178;Sana'a;;;;;;;;;;;;;
PROV969;Olviopol;;;;;;;;;;;;;
PROV972;Yekaterinoslav;;;;;;;;;;;;;
PROV974;Bachmut;;;;;;;;;;;;;
PROV1041;Elista;;;;;;;;;;;;;
PROV745;Leghorn;;;;;;;;;;;;;
PROV2436;Salvador da Bahia;;;;;;;;;;;;;
BRZ_2408;Grão - Pará;;;;;;;;;;;;;
BRZ_2428;Nordeste;;;;;;;;;;;;;
PROV2423;Vila da Palma;;;;;;;;;;;;;
PROV2426;Vila do Poti;;;;;;;;;;;;;
NEJ_1156;Ha'il;;;;;;;;;;;;;
PROV396;Eupen-Malmedy;;;;;;;;;;;;;
PROV1445;Koepang;;;;;;;;;;;;;
PROV1448;Ternate;;;;;;;;;;;;;
KOR_1624;Hanseong;;;;;;;;;;;;;
PROV3101;Lake Chad;;;;;;;;;;;;;
PROV3102;Ukerewe;;;;;;;;;;;;;
PROV1845;Bahr el Ghazal;;;;;;;;;;;;;
PROV2070;Umtali;;;;;;;;;;;;;
PROV2581;Chiconono;;;;;;;;;;;;;
PROV2516;Whakatu;;;;;;;;;;;;;
PROV2515;Otautahi;;;;;;;;;;;;;
PROV2513;Otepoti;;;;;;;;;;;;;
PROV2512;Te Upoko-o-te-Ika;;;;;;;;;;;;;
PROV2511;Ahuriri;;;;;;;;;;;;;
PROV2510;Ngamotu;;;;;;;;;;;;;
PROV1624;Hanseong;;;;;;;;;;;;;
PROV2086;Aixa-aibes;;;;;;;;;;;;;
PROV2079;Otjozondjii;;;;;;;;;;;;;
PROV2078;Otjomuise;;;;;;;;;;;;;
PROV1481;Lüshun;;;;;;;;;;;;;
PROV2083;Ezorongondo;;;;;;;;;;;;;
PROV1028;Vyatka;;;;;;;;;;;;;
PROV1019;Voronezh;;;;;;;;;;;;;
PROV3246;Saint Barths;;;;;;;;;;;;;
PROV82;Grande Ronde;;;;;;;;;;;;;
PROV81;Oregon City;;;;;;;;;;;;;
PROV83;Fort Umpqua;;;;;;;;;;;;;
PROV78;Fort Nisqually;;;;;;;;;;;;;
PROV2101;Thaba Nchu;;;;;;;;;;;;;
PROV2102;Qwa-Qwa;;;;;;;;;;;;;
PROV2103;Lephoi;;;;;;;;;;;;;
PROV2094;Griqualand;;;;;;;;;;;;;
TRN_2108;Tky-Gariep;;;;;;;;;;;;;
PROV2107;Makwasi;;;;;;;;;;;;;
PROV2106;Saan;;;;;;;;;;;;;
PROV2105;Ga-Rankuwa;;;;;;;;;;;;;
PROV2109;Ga-Riba;;;;;;;;;;;;;
PROV2112;Emnambithi;;;;;;;;;;;;;
ORA_2103;Basutoland;;;;;;;;;;;;;
ZUL_2113;Zululand;;;;;;;;;;;;;
PROV1152;Jeddah;;;;;;;;;;;;;
CAN_13;Columbia;;;;;;;;;;;;;
PROV13;New Westminster;;;;;;;;;;;;;
PROV17;Stikine;;;;;;;;;;;;;
CAN_19;New Caledonia;;;;;;;;;;;;;
PROV20;Okanagan;;;;;;;;;;;;;
PROV21;Kootenay;;;;;;;;;;;;;
PROV44;Guantanamo Bay;;;;;;;;;;;;;
CAN_46;Upper Canada;;;;;;;;;;;;;
CAN_50;Northern Ontario;;;;;;;;;;;;;
CAN_58;Lower Canada;;;;;;;;;;;;;
CAN_60;Northern Quebec;;;;;;;;;;;;;
ENG_68;Maritimes;;;;;;;;;;;;;
MEX_94;Nevada;;;;;;;;;;;;;
MEX_97;Utah;;;;;;;;;;;;;
USA_201;Georgia;;;;;;;;;;;;;
USA_205;South Carolina;;;;;;;;;;;;;
ENG_258;Connacht;;;;;;;;;;;;;
ENG_263;Leinster;;;;;;;;;;;;;
SWE_322;Stockholm;;;;;;;;;;;;;
SWE_329;Göteborg;;;;;;;;;;;;;
SWE_334;Malmö;;;;;;;;;;;;;
RUS_343;Helsinki;;;;;;;;;;;;;
RUS_345;Turku;;;;;;;;;;;;;
RUS_360;Lithuania;;;;;;;;;;;;;
HOL_369;Holstein;;;;;;;;;;;;;
SCH_370;Schleswig;;;;;;;;;;;;;
NET_379;Zeeland;;;;;;;;;;;;;
PROV381;Limburg;;;;;;;;;;;;;
BEL_387;Flanders;;;;;;;;;;;;;
BEL_394;Wallonia;;;;;;;;;;;;;
HAN_528;Lower Elbe;;;;;;;;;;;;;
HAN_534;Hanover;;;;;;;;;;;;;
HAN_540;East Friesland;;;;;;;;;;;;;
PRU_682;Silesia;;;;;;;;;;;;;
SAR_765;Thyrrenian Islands;;;;;;;;;;;;;
TUR_882;Trebizond;;;;;;;;;;;;;
RUS_979;Donbass;;;;;;;;;;;;;
AFG_1209;North Afghanistan;;;;;;;;;;;;;
AFG_1214;South Afghanistan;;;;;;;;;;;;;
NET_1447;Moluccas;;;;;;;;;;;;;
CHI_1479;Fengtian;;;;;;;;;;;;;
CHI_1482;Fujian;;;;;;;;;;;;;
CHI_1485;Formosa;;;;;;;;;;;;;
CHI_1490;Gansu;;;;;;;;;;;;;
CHI_1493;East Canton;;;;;;;;;;;;;
CHI_1496;Hong Kong;;;;;;;;;;;;;
CHI_1499;West Canton;;;;;;;;;;;;;
CHI_1502;Guangxi;;;;;;;;;;;;;
CHI_1505;Guizhou;;;;;;;;;;;;;
CHI_1508;East Henan;;;;;;;;;;;;;
CHI_1510;West Henan;;;;;;;;;;;;;
CHI_1519;West Hubei;;;;;;;;;;;;;
CHI_1522;East Hubei;;;;;;;;;;;;;
PROV1523;Xiangyang;;;;;;;;;;;;;
CHI_1524;North Hunan;;;;;;;;;;;;;
CHI_1526;South Hunan;;;;;;;;;;;;;
CHI_1532;Inner Mongolia;;;;;;;;;;;;;
CHI_1540;North Jiangsu;;;;;;;;;;;;;
PROV1542;Xuzhou;;;;;;;;;;;;;
CHI_1545;North Jiangxi;;;;;;;;;;;;;
CHI_1547;South Jiangxi;;;;;;;;;;;;;
CHI_1552;Heilongjiang;;;;;;;;;;;;;
CHI_1555;Kirin;;;;;;;;;;;;;
PROV1559;Xian;;;;;;;;;;;;;
CHI_1559;Shaanxi;;;;;;;;;;;;;
CHI_1563;West Shandong;;;;;;;;;;;;;
CHI_1565;East Shandong;;;;;;;;;;;;;
CHI_1572;Shanxi;;;;;;;;;;;;;
CHI_1578;West Sichuan;;;;;;;;;;;;;
CHI_1579;East Sichuan;;;;;;;;;;;;;
CHI_1594;Kashgar;;;;;;;;;;;;;
CHI_1600;Urumqui;;;;;;;;;;;;;
CHI_1601;Yunnan;;;;;;;;;;;;;
CHI_1604;North Zhejiang;;;;;;;;;;;;;
CHI_1610;South Zhejiang;;;;;;;;;;;;;
PROV1612;Baoding;;;;;;;;;;;;;
CHI_1612;Hebei;;;;;;;;;;;;;
PROV1616;Peking;;;;;;;;;;;;;
CHI_1616;Shuntian;;;;;;;;;;;;;
PROV1643;Ishikari;;;;;;;;;;;;;
JAP_1649;Kanto;;;;;;;;;;;;;
JAP_1654;Bonin Islands;;;;;;;;;;;;;
JAP_1655;Kansai;;;;;;;;;;;;;
JAP_1640;Chugoku;;;;;;;;;;;;;
JAP_1665;Shikoku;;;;;;;;;;;;;
JAP_1660;Kyushu;;;;;;;;;;;;;
JAP_1672;Tohoku;;;;;;;;;;;;;
JAP_1675;Chubu;;;;;;;;;;;;;
PROV1679;Amami;;;;;;;;;;;;;
MOR_1693;Marrakesh;;;;;;;;;;;;;
MOR_1694;Agadir;;;;;;;;;;;;;
ALD_1704;Oran;;;;;;;;;;;;;
ALD_1708;Constantine;;;;;;;;;;;;;
PROV1709;Bône;;;;;;;;;;;;;
ALD_1713;North Central Sahara;;;;;;;;;;;;;
TRI_1731;Tripolitania;;;;;;;;;;;;;
TRI_1735;Cyrenaica;;;;;;;;;;;;;
TRI_1740;Fezzan;;;;;;;;;;;;;
EGY_1745;Cairo;;;;;;;;;;;;;
EGY_1751;Alexandria;;;;;;;;;;;;;
EGY_1753;Qattara;;;;;;;;;;;;;
EGY_1755;Sinai;;;;;;;;;;;;;
ENG_1844;Sudd;;;;;;;;;;;;;
ETH_1852;Begemder;;;;;;;;;;;;;
ETH_1853;Tigray;;;;;;;;;;;;;
ETH_1859;Shewa;;;;;;;;;;;;;
ETH_1862;Gibe;;;;;;;;;;;;;
ETH_1865;Hararghe;;;;;;;;;;;;;
PROV1860;Hawassa;;;;;;;;;;;;;
PROV1863;Jimma;;;;;;;;;;;;;
PROV1864;Sidamo;;;;;;;;;;;;;
PROV1866;Bale;;;;;;;;;;;;;
PROV1867;Ogaden;;;;;;;;;;;;;
SOM_1868;South Somaliland;;;;;;;;;;;;;
SOM_1872;North Somaliland;;;;;;;;;;;;;
FRA_1878;Guinea-Bissau;;;;;;;;;;;;;
FRA_1883;Guinea;;;;;;;;;;;;;
ASH_1909;Gold Coast;;;;;;;;;;;;;
FRA_1919;Dahomey;;;;;;;;;;;;;
SOK_1934;Biafra;;;;;;;;;;;;;
SOK_1937;Tukari;;;;;;;;;;;;;
SOK_1945;Kano;;;;;;;;;;;;;
SPA_1955;Equatorial Guinea;;;;;;;;;;;;;
ENG_1956;Cameroon;;;;;;;;;;;;;
